2018 05 01 00 00 67 227 -9.49 100 617.3 56.64
2018 05 01 00 01 66 227 -8.80 100 617.2 56.64
2018 05 01 00 02 66 148 -9.58 100 617.3 56.64
2018 05 01 00 03 66 226 -9.77 100 617.4 0.00
2018 05 01 00 04 68 192 -10.04 100 617.2 0.00
2018 05 01 00 05 67 221 -9.32 100 617.3 0.00
2018 05 01 00 06 66 228 -6.38 100 617.2 0.00
2018 05 01 00 07 67 223 -4.35 100 617.2 0.00
2018 05 01 00 08 67 221 -9.62 100 617.2 0.00
2018 05 01 00 09 64 233 -3.94 100 617.2 0.00
2018 05 01 00 10 64 234 -2.40 100 617.3 0.00
2018 05 01 00 11 66 231 -3.14 100 617.3 0.00
2018 05 01 00 12 64 225 -8.90 100 617.2 0.00
2018 05 01 00 13 63 241 -8.27 100 617.2 0.00
2018 05 01 00 14 66 226 -7.59 100 617.2 0.00
2018 05 01 00 15 65 229 -6.13 100 617.2 0.00
2018 05 01 00 16 63 207 -7.61 100 617.2 0.00
2018 05 01 00 17 65 230 -9.54 100 617.1 0.00
2018 05 01 00 18 63 225 -9.54 100 617.1 0.00
2018 05 01 00 19 64 229 -9.40 100 617.0 0.00
2018 05 01 00 20 65 228 -9.66 100 617.0 0.00
2018 05 01 00 21 63 179 -9.33 100 617.1 0.00
2018 05 01 00 22 64 216 -9.32 100 617.2 0.00
2018 05 01 00 23 63 232 -9.39 100 617.2 0.00
2018 05 01 00 24 62 223 -9.23 100 617.1 0.00
2018 05 01 00 25 63 198 -9.15 100 617.1 0.00
2018 05 01 00 26 66 228 -9.28 100 617.1 0.00
2018 05 01 00 27 66 217 -9.32 100 617.1 0.00
2018 05 01 00 28 67 225 -9.46 100 617.1 0.00
2018 05 01 00 29 64 224 -9.49 100 617.1 0.00
2018 05 01 00 30 64 234 -9.44 100 617.2 0.00
2018 05 01 00 31 63 206 -9.29 100 617.2 0.00
2018 05 01 00 32 63 218 -9.08 100 617.2 0.00
2018 05 01 00 33 67 209 -9.02 100 617.2 0.00
2018 05 01 00 34 65 226 -9.02 100 617.2 0.00
2018 05 01 00 35 63 217 -9.01 100 617.2 0.00
2018 05 01 00 36 62 220 -8.90 100 617.2 0.00
2018 05 01 00 37 61 170 -8.99 100 617.0 0.00
2018 05 01 00 38 65 226 -9.16 100 617.0 0.00
2018 05 01 00 39 64 224 -9.19 100 617.1 0.00
2018 05 01 00 40 66 224 -9.09 100 617.0 0.00
2018 05 01 00 41 66 224 -9.10 100 617.0 0.00
2018 05 01 00 42 64 137 -8.89 100 617.0 0.00
2018 05 01 00 43 64 220 -8.78 100 617.0 0.00
2018 05 01 00 44 65 227 -8.90 100 616.9 0.00
2018 05 01 00 45 66 232 -9.04 100 616.9 0.00
2018 05 01 00 46 66 226 -9.08 100 616.9 0.00
2018 05 01 00 47 67 241 -9.07 100 616.9 0.00
2018 05 01 00 48 67 204 -9.00 100 616.9 0.00
2018 05 01 00 49 65 233 -9.06 100 616.8 0.00
2018 05 01 00 50 65 186 -8.93 100 616.9 0.00
2018 05 01 00 51 66 247 -8.13 100 616.9 0.00
2018 05 01 00 52 67 199 -3.78 100 616.9 0.00
2018 05 01 00 53 69 224 -8.75 100 616.8 0.00
2018 05 01 00 54 67 238 -9.00 100 616.8 0.00
2018 05 01 00 55 67 202 -8.95 100 616.8 0.00
2018 05 01 00 56 67 172 -8.80 100 616.7 0.00
2018 05 01 00 57 67 230 -8.82 100 616.8 0.00
2018 05 01 00 58 68 239 -8.70 100 616.6 0.00
2018 05 01 00 59 68 211 -8.73 100 616.8 0.00
2018 05 01 01 00 67 227 -8.73 100 616.7 0.00
2018 05 01 01 01 70 213 -8.35 100 616.7 0.00
2018 05 01 01 02 69 224 -7.87 100 616.7 0.00
2018 05 01 01 03 71 213 -8.66 100 616.6 0.00
2018 05 01 01 04 68 209 -8.80 100 616.7 0.00
2018 05 01 01 05 69 222 -8.59 100 616.6 0.00
2018 05 01 01 06 68 231 -8.72 100 616.7 0.00
2018 05 01 01 07 69 216 -8.70 100 616.6 0.00
2018 05 01 01 08 69 206 -8.97 100 616.5 0.00
2018 05 01 01 09 68 217 -8.79 100 616.5 0.00
2018 05 01 01 10 68 130 -8.58 100 616.6 0.00
2018 05 01 01 11 65 225 -8.50 100 616.5 0.00
2018 05 01 01 12 69 219 -8.55 100 616.5 0.00
2018 05 01 01 13 67 176 -8.57 100 616.4 0.00
2018 05 01 01 14 67 232 -8.66 100 616.5 0.00
2018 05 01 01 15 67 224 -8.43 100 616.5 0.00
2018 05 01 01 16 67 202 -8.32 100 616.6 0.00
2018 05 01 01 17 68 193 -8.30 100 616.5 0.00
2018 05 01 01 18 67 219 -8.11 100 616.4 0.00
2018 05 01 01 19 69 228 -7.91 100 616.5 0.00
2018 05 01 01 20 67 210 -7.94 100 616.5 0.00
